Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences,1.0858695076104006,41.00935,-72.49416,Host-associated,Plant,Plant rhizosphere
1453.45300SDZ3.F8.Pnem.stom,0.9822956802462725,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1715.McG.NN1,1.547245124104029,13.26267,-86.236204,Free-living,Non-saline,Soil (non-saline)
1736.R19.0910,1.019639921407365,-23.82,31.44,Host-associated,Animal,Animal distal gut
1521.MZ.62b.s.8.1.sequences,0.9246642928395128,50.01,8.23,Free-living,Non-saline,Aerosol (non-saline)
1288.NSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.022515283848887,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
722.M31Fcsw.7.s.8.1.sequence,0.7380635862606206,40.015,-105.271,Host-associated,Animal,Animal distal gut
2192.H02a.Bathroom.Door.Knob.918.lane2.NoIndex.L002,1.0,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1883.2009.165.Crump.Artic.LTREB.main.lane3.NoIndex,1.07244731044586,68.60853333,-149.587633,Free-living,Non-saline,Surface (non-saline)
889.26May.1,1.012354144811071,38.419,14.961,Free-living,Saline,Water (saline)
1774.352.Inte.Puer,0.6245649706080014,18.47,-66.11,Host-associated,Animal,Animal distal gut
1043.Hopland.14C.Control.TP1.03,1.036127749929876,38.99,-123.07,Free-living,Non-saline,Soil (non-saline)
1064.W.CV278,1.0,18.22,-65.99,Host-associated,Animal,Animal corpus
1242.ME09Jun06EB2R1,1.0036000821142128,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1774.257.Skin.Puer,0.9245790550918036,18.47,-66.11,Host-associated,Animal,Animal surface
1632.E2D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.9924489857070088,37.32654722,-3.059219444,Host-associated,Animal,Animal surface
2192.H06b.Nose.3135.lane6.NoIndex.L006,0.9520949942904744,41.88,-87.63,Host-associated,Animal,Animal secretion
1622.UPMain.138.139,0.8515786491134807,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
678.seasonal.insitu.sample.593,1.0354579137657205,50.338,-4.148,Free-living,Saline,Sediment (saline)
933.T.3.1.S.E.2,1.0970357833289,-43.139883,148.0017,Host-associated,Plant,Plant surface
1747.rinca.51.101212,0.2228201435480247,33.735,-84.374,Host-associated,Animal,Animal distal gut
2192.H07a.Kitchen.Counter.3769.lane2.NoIndex.L002,0.1498798760485971,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1627.AYC,1.181321081278545,33.37,80.57,Free-living,Saline,Sediment (saline)
550.L1S198.s.1.sequence,0.5427358599980717,40.015,-105.271,Host-associated,Animal,Animal distal gut
925.SK1x,1.217308741526908,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1716.McG.PAPrS15,1.2577435759615525,8.999615,-79.56285,Free-living,Non-saline,Soil (non-saline)
933.W.2.1.S.E.2,1.0042687540958677,-34.22993,115.00859,Host-associated,Plant,Plant surface
2229.W1.T32.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0047713717693838,-41.8464,148.2786,Host-associated,Plant,Plant surface
1521.47.W.s.6.1.sequences,1.0001207079380816,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
1056.Tam.tet.tet.SanDi.1,0.9534605485392648,32.78,-117.07,Host-associated,Animal,Animal distal gut
1774.435.Vagi.Puer,0.8459665432895125,18.47,-66.11,Host-associated,Animal,Animal secretion
808.FL.3.14a.s.4.1.sequences,0.8447851151338157,29.69,-81.994,Free-living,Non-saline,Soil (non-saline)
1642.MS00638,0.9487274983707088,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H03a.Nose.1356.lane6.NoIndex.L006,1.0149884064099173,41.88,-87.63,Host-associated,Animal,Animal secretion
940.CR.57.Fecal,1.075375143261759,39.1,-108.36,Host-associated,Animal,Animal distal gut
1622.UPSub.251.252A,0.8729287393065472,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2192.H01a.Nose.249.lane6.NoIndex.L006,1.085003005734862,41.88,-87.63,Host-associated,Animal,Animal secretion
2192.H01a.Nose.162.lane6.NoIndex.L006,1.0334900650418548,41.88,-87.63,Host-associated,Animal,Animal secretion
1773.Columb.passer1.gizz,0.986797847112069,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1714.McG.PA1020,0.8135948272303579,2.982,102.313,Free-living,Non-saline,Soil (non-saline)
723.IC4.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,0.8296699177065447,78.712,-104.878,Free-living,Saline,Water (saline)
1642.MS00526,1.2179871857445856,35.117,138.937,Host-associated,Plant,Plant rhizosphere
925.IO3z,1.0306789715002451,44.531,-110.871,Free-living,Non-saline,Surface (non-saline)
925.SG3y,1.3269114990969295,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1240.2906T,1.0289599222974373,50.15,-4.13,Free-living,Saline,Water (saline)
940.RD.30.Ventral,1.0844698325977664,39.03,-108.56,Host-associated,Animal,Animal surface
1883.2007.222.Crump.Artic.LTREB.main.lane2.NoIndex,1.0893191345633908,68.60853333,-149.587633,Free-living,Non-saline,Surface (non-saline)
2192.H02a.Nose.801.lane6.NoIndex.L006,1.3660512864431191,41.88,-87.63,Host-associated,Animal,Animal secretion
1774.20BI22.10.09,0.9292036345320328,-2.4153,-64.9144,Host-associated,Animal,Animal surface
2229.W1.T2.6.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0145349230623486,-43.0325,147.946,Host-associated,Plant,Plant surface
1622.UPMain.88.89,0.9055036280975236,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
550.L6S131.s.6.sequence,0.8148488056280886,40.015,-105.271,Host-associated,Animal,Animal secretion
1235.sp1338,1.0149472520128568,78.933,11.883,Free-living,Saline,Water (saline)
864.8.CON.addV.addG.noW.A.lane2.NoIndex,1.004690191580511,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
1696.CT0015.2,0.8910760782606603,27.57,108.5,Host-associated,Animal,Animal distal gut
722.M31Plmr.4.s.4.1.sequence,0.9974143965761176,40.015,-105.271,Host-associated,Animal,Animal surface
1240.2610BCDNA,0.9885390832985008,50.15,-4.13,Free-living,Saline,Water (saline)
1289.KH48,1.1444606910801092,31.078,-97.39,Free-living,Non-saline,Soil (non-saline)
2192.H02a.Kitchen.Light.Switch.603.lane2.NoIndex.L002,0.9995258596165152,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1774.418.Inte.Puer,0.9342580188194808,18.47,-66.11,Host-associated,Animal,Animal distal gut
933.N.1.3.H.E.5,1.382718484908266,-33.96665,151.257,Host-associated,Plant,Plant surface
1222.B5.5.9.06,1.0432373435783795,60.27,5.22,Free-living,Saline,Water (saline)
2192.H03a.Bathroom.Door.Knob.1422.lane5.NoIndex.L005,1.013666373243404,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
550.L2S169.s.2.sequence,0.9059683942393492,40.015,-105.271,Host-associated,Animal,Animal surface
1235.sp1026,0.9984631705522616,78.933,11.883,Free-living,Saline,Water (saline)
1037.SBS3.OM2C0.MIN,0.9746263309770248,52.32,-121.92,Free-living,Non-saline,Soil (non-saline)
2300.BB.2150.anus,0.6410012082491399,46.04625,-94.456,Host-associated,Animal,Animal distal gut
925.IH3y,1.3802315227070348,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
945.P4.D4.lane2.NoIndex.L002,0.9445980500686442,53.167,13.033,Free-living,Non-saline,Water (non-saline)
1035.UQ134,0.9013920241526204,-78.031,163.717,Free-living,Non-saline,Soil (non-saline)
1240.0803TCDNA,0.9214166334082596,50.15,-4.13,Free-living,Saline,Water (saline)
2192.H05b.Kitchen.Light.Switch.2739.lane5.NoIndex.L005,0.990406065686584,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1721.BMC.8.5T.2.1,1.0950261316683494,-28.833,153.417,Free-living,Non-saline,Soil (non-saline)
2192.H01a.Nose.135.lane6.NoIndex.L006,0.9447739069584878,41.88,-87.63,Host-associated,Animal,Animal secretion
1774.53Oral23.10.09,0.9855688127491872,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
804.Julie.10,1.0016787126657587,38.862,-122.414,Free-living,Saline,Surface (saline)
1242.ME12Oct07EB1R2,1.050534098032479,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
905.Gullmarsfjord.stations6,1.0004418767607526,58.322,11.534,Free-living,Saline,Sediment (saline)
2192.H04a.Dog.Nose.1845.lane6.NoIndex.L006,0.9983811716303674,41.88,-87.63,Host-associated,Animal,Animal secretion
2338.0701.22.I,0.7917980105644067,9.75,-83.75,Host-associated,Animal,Animal distal gut
2229.MT.L.B.HE.st2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0016268825695231,-33.9656,151.2561,Host-associated,Plant,Plant surface
1242.ME22Jun05EB2R2,1.0903613286495624,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1288.NSBE05July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.0010713334434114,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1642.MS00612,1.1055273725501396,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H07b.Bedroom.Floor.4084.lane2.NoIndex.L002,0.936392485712159,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1713.McG.L3K1020,1.0222246941543174,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
1622.UPSub.271.272B,0.5182638246570598,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1064.G.CV291,0.9971642952144346,18.22,-65.99,Host-associated,Animal,Animal corpus
1711.KAJ2.1,1.1969738292819951,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
2192.H04a.Front.Door.Knob.1877.lane6.NoIndex.L006,0.8325734852655681,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1240.0709T,1.0564137573998835,50.15,-4.13,Free-living,Saline,Water (saline)
1622.DP.21.22A.1,1.1172131643664638,42.17566,-72.7,Free-living,Non-saline,Sediment (non-saline)
1453.45661SDZ2.F1.Pnem.stom,0.9575252156389864,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1734.LD.Glosor1,0.3354753354753355,17.746,-88.065,Host-associated,Animal,Animal distal gut
807.BG.S.11.b,1.2359220008172047,45.183433,-106.740083,Free-living,Non-saline,Sediment (non-saline)
1774.35Oral23.10.09,0.9322228723287032,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
722.LMEpi24M.7.s.8.1.sequence,1.6551927650667022,46.73,-94.686,Free-living,Non-saline,Water (non-saline)
1526.Halls6R1,1.1792707218503615,37.472,-110.71,Free-living,Non-saline,Soil (non-saline)
2192.H07a.Foot.3632.lane6.NoIndex.L006,0.9580590281766548,41.88,-87.63,Host-associated,Animal,Animal surface
1240.1208TCDNA,1.0865740455119,50.15,-4.13,Free-living,Saline,Water (saline)
2229.S1.T33.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0615620203587406,-41.8693,148.303,Host-associated,Plant,Plant surface
2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences,1.101574425573064,41.01498,-72.52846,Host-associated,Plant,Plant rhizosphere
1632.E4F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,0.7994664519051694,37.34600556,-3.061197222,Host-associated,Animal,Animal surface
1235.sp1312,1.0097094954548274,78.933,11.883,Free-living,Saline,Water (saline)
1711.KFM1.3,1.1915283423296286,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
2229.S1.T2.5.SP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0007421328241055,-43.0077,147.9343,Host-associated,Plant,Plant surface
1622.UPSub.121.122,0.6364010911432665,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1883.2004.166.Crump.Artic.LTREB.main.lane1.NoIndex,1.0862297602270456,68.596647,-149.601102,Free-living,Non-saline,Water (non-saline)
1235.sp1636,0.9875709805063116,78.933,11.883,Free-living,Saline,Water (saline)
2229.S1.T2.4.SP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0126115185202489,-43.1403,147.9681,Host-associated,Plant,Plant surface
2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences,1.0905260114229935,41.01025,-72.53058,Host-associated,Plant,Plant rhizosphere
1642.MS00435,1.3165346149741108,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1883.2007.243.Crump.Artic.LTREB.main.lane2.NoIndex,1.143637120371828,68.59133,-149.611542,Free-living,Non-saline,Sediment (non-saline)
1622.UPSub.66.67,0.7662118789212028,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2229.S1.T32.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0082574276906633,-41.8464,148.2786,Host-associated,Plant,Plant surface
1713.McG.L1K02,1.0760598935683134,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
1288.NSB03jul08E.R2.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,1.0370335108458106,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
940.RD.08.Gill,1.0550867672173696,39.03,-108.56,Host-associated,Animal,Animal surface
2080.S60D5450,0.6526319682683378,36.5,-52.333,Free-living,Saline,Water (saline)
1453.54323SDZ1.C4.Cguer.jeju,0.9608367784652834,32.72,-117.16,Host-associated,Animal,Animal proximal gut
945.P10.A6.lane3.NoIndex.L003,1.0008164436899556,53.333,13.433,Free-living,Non-saline,Water (non-saline)
990.KA3F.D.18,1.1643474322501195,41.84073,-88.230357,Free-living,Non-saline,Soil (non-saline)
1883.2008.334.Crump.Artic.LTREB.main.lane2.NoIndex,0.938349126457759,68.585839,-149.622223,Free-living,Non-saline,Surface (non-saline)
1622.UPMain.21.22,1.295414747083201,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1064.W.CV252,1.0030090270812435,18.22,-65.99,Host-associated,Animal,Animal corpus
1883.2007.111.Crump.Artic.LTREB.main.lane2.NoIndex,1.1630878943589615,68.59688333,-149.60125,Free-living,Non-saline,Sediment (non-saline)
1702.DCF2,1.064218171992792,42.15,128.13,Free-living,Non-saline,Soil (non-saline)
1240.0806T,1.006298948349935,50.15,-4.13,Free-living,Saline,Water (saline)
1883.2008.094.Crump.Artic.LTREB.main.lane2.NoIndex,1.056281965168869,68.601493,-149.579071,Free-living,Non-saline,Sediment (non-saline)
1197.SE.20101017.GY.D044S.BC.366,1.1211143674432271,28.74491944,-88.374242,Free-living,Saline,Sediment (saline)
2229.W1.T31.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.006575050979697,-41.9088,148.3213,Host-associated,Plant,Plant surface
1521.MZ.22b.blank.s.8.1.sequences,0.8296054706761871,50.01,8.23,Free-living,Non-saline,Aerosol (non-saline)
933.N.3.2.S.E.3,1.0189177869337027,-31.71313,152.80253,Host-associated,Plant,Plant surface
2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences,1.059276632010051,41.01494,-72.5285,Host-associated,Plant,Plant rhizosphere
2192.H02a.Kitchen.Light.Switch.915.lane2.NoIndex.L002,0.9809038709323566,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
550.L2S200.s.2.sequence,1.0268290100741482,40.015,-105.271,Host-associated,Animal,Animal surface
1642.MS00336,0.6798823868795589,35.117,138.937,Host-associated,Plant,Plant rhizosphere
925.SA2y,1.345328957555204,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1883.2008.106.Crump.Artic.LTREB.main.lane2.NoIndex,1.01590656024105,68.60853333,-149.587633,Free-living,Non-saline,Surface (non-saline)
662.M26,0.9961692864860412,48.36,-124.57,Free-living,Saline,Surface (saline)
2192.H06b.Nose.3249.lane6.NoIndex.L006,1.0043116205437732,41.88,-87.63,Host-associated,Animal,Animal secretion
1235.sp0314,1.0614479502625631,78.933,11.883,Free-living,Saline,Water (saline)
1696.VH0004B,1.0943566845307826,1.404,103.791,Host-associated,Animal,Animal distal gut
1038.MF1,0.9508612231603512,44.63,-123.32,Free-living,Non-saline,Soil (non-saline)
1240.1503TCDNA,0.951867087015911,50.15,-4.13,Free-living,Saline,Water (saline)
550.L6S258.s.6.sequence,0.9066901474996378,40.015,-105.271,Host-associated,Animal,Animal secretion
550.L4S89.s.4.sequence,1.0731600437993238,40.015,-105.271,Host-associated,Animal,Animal surface
1288.TBH23June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,1.170082674293703,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
678.seasonal.insitu.sample.535,1.0934646868360969,50.338,-4.148,Free-living,Saline,Sediment (saline)
722.M11Fcsw.4.s.4.1.sequence,0.5681339926413903,40.015,-105.271,Host-associated,Animal,Animal distal gut
2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences,1.174419497867,41.02525,-72.46158,Host-associated,Plant,Plant rhizosphere
2192.H05b.Nose.2937.lane5.NoIndex.L005,1.0012899626055485,41.88,-87.63,Host-associated,Animal,Animal secretion
1197.SE.20101001.GY.LBNL1.BC.120.a,1.031133461139201,28.704972,-88.492633,Free-living,Saline,Sediment (saline)
807.C.F.11.a,1.2498819824647336,45.942894,-106.949183,Free-living,Non-saline,Sediment (non-saline)
2229.S2.T33.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.212194000102213,-41.8693,148.303,Host-associated,Plant,Plant surface
1736.O6.1109,1.0058762336412206,-23.82,31.44,Host-associated,Animal,Animal distal gut
1883.2011.499.Crump.Artic.LTREB.main.lane4.NoIndex,1.1304555552591566,70.08625,-143.6303333,Free-living,Saline,Water (saline)
2182.CPZF2D,1.1945865705741558,40.417,-86.875,Host-associated,Animal,Animal distal gut
925.IA3z,1.2698608086355458,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
925.SI3y,1.6349717268377555,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
755.INB.10.05.11.lane1.NoIndex.L001,1.0265244710654189,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1642.MS00419,1.2994974418721754,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1694.St1F5.Pmoss.Jstar.16s.NoIndex.sequences,0.6254233286833351,37.225597,-2.961656,Host-associated,Animal,Animal surface
1748.5.18.12.R.25.D,0.8767911064184194,40.01,-105.271,Host-associated,Animal,Animal surface
678.OA.mesocosm.405,0.998470230681334,50.338,-4.148,Free-living,Saline,Sediment (saline)
1621.R8810,0.9384329760131888,42.444,-76.502,Host-associated,Animal,Animal distal gut
1747.992317.skin,1.0108448527560745,30.47,-81.67,Host-associated,Animal,Animal surface
925.SE1x,1.1107708266885246,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences,1.245978103192798,41.02525,-72.46158,Host-associated,Plant,Plant rhizosphere
1198.SWE22.KBB2.SS2.5,1.074206027992458,59.583,18.2,Free-living,Saline,Sediment (saline)
1632.E1F01.r.EMPbird.v4.NoIndex.L001,1.002045310611887,37.34600556,-3.061197222,Host-associated,Animal,Animal surface
1622.UPMain.67.68,0.9386027000869414,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
933.N.1.1.S.E.1,1.012556055092924,-33.9998,151.2467167,Host-associated,Plant,Plant surface
1774.490.Vagi.Puer,1.0284880761248385,18.47,-66.11,Host-associated,Animal,Animal secretion
550.L1S72.s.1.sequence,0.4224543094021128,40.015,-105.271,Host-associated,Animal,Animal distal gut
1622.UPSub.221.222B,0.7386588537412756,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
905.PLO6.t2.OSCOX.0to1cm.2,1.019761907552749,58.322,11.534,Free-living,Saline,Sediment (saline)
1242.ME14Apr00EB1R1,0.610201791779,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
1235.sp1020,1.0131570811570123,78.933,11.883,Free-living,Saline,Water (saline)
1883.2007.361.Crump.Artic.LTREB.main.lane2.NoIndex,1.071938681089374,68.629961,-149.612633,Free-living,Non-saline,Sediment (non-saline)
933.N.1.3.H.E.3,1.013717068780477,-33.96665,151.257,Host-associated,Plant,Plant surface
1883.2007.393.Crump.Artic.LTREB.main.lane2.NoIndex,0.9879188779911616,68.60895,-149.579074,Free-living,Non-saline,Water (non-saline)
2229.W1.T33.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0019996667222129,-41.8693,148.303,Host-associated,Plant,Plant surface
1288.MAE22May08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,1.022560193435019,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1721.R4T,1.0522694383709148,-28.833,153.417,Free-living,Non-saline,Soil (non-saline)
1288.MAE22June05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.9978038808289598,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
